CRIME_TYPE,Total_Count,Trend_Slope,Severity_Score,Risk_Score,Risk_Level
"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS) - Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC)",16.0,-0.15159574468085107,1,0.05815985112722359,Medium
"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS) - Of Others",0.0,0.0,1,0.05782435851102276,Medium
"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS) - Of Stamps (Sec 255 To 263(A) IPC/179 to 186
BNS)",0.0,0.0,1,0.05782435851102276,Medium
"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS) - Of Stamps (Sec.255 to 263(A) IPC)",0.0,0.0,1,0.05782435851102276,Medium
"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS) - Stock Share, Debentrue Certificate",0.0,0.0,1,0.05782435851102276,Medium
"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS) - Usage of Counterfeit Stamp",0.0,0.0,1,0.05782435851102276,Medium
CRIMES RELATED TO WOMEN - Commission of SATI (Prevention) Act 1987,0.0,0.0,1,0.05782435851102276,Medium
CRIMES RELATED TO WOMEN - Dowry Prohibition,1373.0,6.55,1,0.11488820944529876,Medium
CRIMES RELATED TO WOMEN - Indecent Representation of Women (Prohibition) Act 1986,1.0,0.016666666666666666,1,0.05788311704270007,Medium
CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),489.0,1.7333333333333338,1,0.07728128965674971,Medium
CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS) - CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),60.0,0.0,1,0.05990426144888566,Medium
"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS) - Conspiracy To Wage War",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS) - Others",13.0,-0.10000000000000003,1,0.058130443251282166,Medium
"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS) - Related to Substantive Offence",0.0,0.0,1,0.05782435851102276,Medium
CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC/352 TO 354 BNS),2414.0,6.4333333333333345,1,0.1508058710382296,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Attempt to Commit",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Bank",1.0,-1.791614702062191e-18,1,0.05785902355998714,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Business Establishment",1.0,-0.06666666666666667,1,0.057762649629135444,Low
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Charitable Organisation",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Chitfund Organisation",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Co-operative Organisation",3.0,-0.05000000000000002,1,0.05785607320977712,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Commercial Establishment/Shop",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Customs Department",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Excise Department",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Financial Institution",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Income Tax Department",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Other Government Organisation",1.0,-0.03333333333333333,1,0.057810836594561286,Low
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Others",7.0,0.20000000000000004,1,0.05835613564632854,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Postal Department",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Public Sector Undertakings",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Railway Department",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Revenue Department",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Sales Tax Department",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Social Organisation (Aided) (N)",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Transport Authority",0.0,0.0,1,0.05782435851102276,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Trust - Other than religious",1.0,0.016666666666666666,1,0.05788311704270007,Medium
"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS) - Trust - Religious",0.0,0.0,1,0.05782435851102276,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Attempt to Commit,9.0,-0.016666666666666666,1,0.05811225046898927,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),0.0,0.0,1,0.05782435851102276,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Club,4.0,-0.016666666666666666,1,0.057938925224167354,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Dowry Harassment,62.0,0.0,1,0.05997359154681442,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Hostel,2.0,-0.03333333333333333,1,0.057845501643525664,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Hotel,9.0,0.1666666666666667,1,0.058377278778831455,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - House,541.0,-1.4333333333333336,1,0.07450611048744159,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Husband,98.0,0.0,1,0.06122153330953216,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Husband And Relative(S) in Law,90.0,0.0,1,0.06094421291781711,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Land,1324.0,4.633333333333335,1,0.11041887153405755,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Office,48.0,-0.03333333333333335,1,0.059440093895887225,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Others,150.0,-0.4833333333333333,1,0.06232540485700515,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Prevention of Gaming,0.0,0.0,1,0.05782435851102276,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Prohibited Places,10.0,-0.10000000000000002,1,0.05802644810438902,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Relative(S) in Law,2.0,0.0,1,0.05789368860895152,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Religious Place,7.0,0.1333333333333334,1,0.05825976171547684,Medium
CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS) - Restricted Area,5.0,-0.1666666666666667,1,0.05775674892871541,Low
CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS) - Dowry Harassment,397.0,0.20238095238095258,1,0.07187894666853924,Medium
CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS) - Husband,673.0,1.6309523809523816,1,0.08351165584381653,Medium
CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS) - Husband And Relative(S) in Law,914.0,0.33333333333333376,1,0.08999008291872612,Medium
CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS) - Prevention of Gaming,0.0,0.0,1,0.05782435851102276,Medium
CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS) - Relative(S) in Law,26.0,0.3809523809523811,1,0.059276357960392136,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Adultery,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Due to Casteism,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Due to Communalism,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Due to Other Causes,62.0,-0.7000000000000001,1,0.05896166527287152,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Due to Personal Vendetta or enemity,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Due to Sexual jealousy,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Electoral Gain,2.0,0.05000000000000001,1,0.057965969057090304,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Fatal (Drink & Drive),4.0,0.0,1,0.05796301870688028,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - For Dowry,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - For Gain,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - For Human Sacrifice,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - For Political Reasons,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Gang Rivalry,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Love Intrigue,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Over Civil Dispute,1.0,0.03333333333333333,1,0.057907210525413,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Professional,1.0,0.06666666666666667,1,0.05795539749083884,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Property Disputes,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Sudden Quarrel,7.0,-0.10000000000000003,1,0.057922452957495874,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Terrorism /Naxalism / Extremism,0.0,0.0,1,0.05782435851102276,Medium
CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS) - Witch Craft (Sorcery),0.0,0.0,1,0.05782435851102276,Medium
CUSTOMS - Customs Act 1962,0.0,0.0,1,0.05782435851102276,Medium
CUSTOMS - Import/Export (Control) Act 1947,0.0,0.0,1,0.05782435851102276,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - AEPS ( Aadhaar),0.0,0.0,2,0.25782435851102276,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - AEPS (Aadhaar),0.0,0.0,2,0.25782435851102276,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - ATM Fraud,11.0,-0.400900900900901,2,0.25762612811410385,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Advertising Frauds,41.0,0.6711711711711713,2,0.260215876579164,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Business Fraud,93.0,-0.13963963963963974,2,0.2608463437500884,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - CSAM ( Child Pornography), Cyber Tip Line",5.0,0.0,2,0.2579976837558447,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - CSAM (Child Pornography). Cyber Tip Line,15.0,-0.2622950819672131,2,0.25796515812410475,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Card Skimming,6.0,-0.0990990990990991,2,0.2578890902589484,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Credit Card Fraud,500.0,-0.5405405405405403,2,0.2743754727430646,High
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Crypto Currency, Bitcoin, etc.",56.0,-1.207207207207207,2,0.25802045169436216,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Data Theft,43.0,-0.022522522522522494,2,0.2592823968560683,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Deep Fake/ Deep Nudes,4.0,0.0,2,0.2579630187068803,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Deep Fake/Deep Nudes,17.0,-0.3278688524590165,2,0.25793969419168755,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Digital Arrest,205.0,-2.662162162162162,2,0.2610822480667374,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Email Spoofing / Fraud,28.0,-0.18018018018018017,2,0.25853450979864245,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Fake Customer Care,200.0,-0.7207207207207207,2,0.26371548797036715,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Fedex,28.0,-0.9549549549549552,2,0.2574144884400956,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Gifts, iPhone & Lottery Fraud",90.0,-0.5315315315315315,2,0.2601758261718373,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Hacking of Accounts & IDs,29.0,0.0,2,0.2588296449309898,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Hacking of Accounts & Ids,115.0,1.967213114754098,2,0.26465466005230487,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Information Technology Act 2000, 2009",112.0,0.4324324324324325,2,0.2623319721951527,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Investment Fraud ( Part Time Job, Task, Review)",218.0,0.0,2,0.26538133918525797,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Investment Fraud (Part Time Job, Task, Review)",1722.0,-9.954918032786887,2,0.30312665409579514,High
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Investment Fraud (Trading & Share Trading),2050.0,-6.422131147540988,2,0.3196038185409998,High
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Investment Fraud( Trading & Share Trading),320.0,0.0,2,0.2689171741796249,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Job Fraud,409.0,-0.049549549549549175,2,0.2719307342645245,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Loan App,138.0,-0.3693693693693695,2,0.2620741715971723,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Matrimony Fraud,74.0,0.13513513513513514,2,0.26058492469692424,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - OLX Fraud,122.0,-0.5855855855855856,2,0.26120696671368265,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - OTP Frauds (KYC Update, Apk Link)",407.0,0.31147540983606525,2,0.2723833050836693,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - OTP Frauds(KYC Update, Apk Link)",89.0,0.0,2,0.26090954786885273,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Online Money Transfer,928.0,6.936936936936937,2,0.3000216221602139,High
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Others,1274.0,4.207207207207207,2,0.3080696073386377,High
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Phishing (Taking Password & Information),27.0,-0.490990990990991,2,0.2580505338558424,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Ransomeware Attack, Installing Spyware & Troman, Using Other Malware & Viruses to infect degital serv",6.0,0.26229508196721313,2,0.2584115249261928,Medium
"CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Ransomware Attack, Installing Spyware & Trojan, Using Other Malware & Viruses to infect digital serv",3.0,0.0,2,0.2579283536579159,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Remote Access Fraud  (Any Desk/ Team Viewer),6.0,0.1762295081967213,2,0.25828710776136377,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Remote Access Fraud( Any Desk/ Team Viewer),1.0,0.0,2,0.25785902355998713,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - SIM card Swapping / SIM Jacking / SIM Cloning,7.0,0.31557377049180335,2,0.2585232101248133,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - SIM card Swapping / SIM Jacking/ SIM Cloning,2.0,0.0,2,0.2578936886089515,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Sextortion and Revenge Porn,72.0,0.054054054054054015,2,0.2603983830614731,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Social Media Cases ( Instagram/Facebook/Whatsapp/X /Telegram etc.),48.0,0.0,2,0.2594882808613131,Medium
CYBER CRIME (INFORMATION TECHNOLOGY ACT) - Social Media Cases (Instagram/Facebook/Whatsapp/X /Telegram etc),311.0,3.086065573770492,2,0.27306643279210124,High
Child Labour (Pro.& Reg.) Act,59.0,0.3583959899749374,1,0.06038769685525187,Medium
Child Labour (Pro.& Reg.) Act - Child Labour (Pro.& Reg.) Act,6.0,0.0,1,0.05803234880480905,Medium
Concealment of birth by secret disposal of Child - Boy,19.0,-0.18333333333333335,1,0.058217966131503825,Medium
Concealment of birth by secret disposal of Child - Girl,17.0,-0.033333333333333375,1,0.05836547737799139,Medium
Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),1479.0,1.0216216216216218,1,0.11057083130212478,Medium
Cruelty by Husband or Relatives of Husband (Sec.498-A IPC) - Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),251.0,0.0,1,0.06652528580108255,Medium
Cruelty by Husband or Relatives of Husband (Sec.498-A IPC/85 BNS),532.0,-7.999999999999998,1,0.06470129285786926,Medium
Cyber Crimes,2975.0,0.345238095238094,2,0.36145195846482603,High
Cyber Crimes - Cyber Crimes,397.0,0.0,2,0.2715863829498823,Medium
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - At ATM",0.0,0.0,3,0.45782435851102277,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - At Banks",1.0,-0.06666666666666667,3,0.4577626496291355,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - At Commercial Places / Establishments",8.0,-0.05000000000000001,3,0.45802939845459906,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - At Residential Premises",18.0,-0.01666666666666666,3,0.4584242359096687,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - In Other Places",21.0,0.0,3,0.4585523245392748,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - In Trains",2.0,-0.03333333333333333,3,0.45784550164352567,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - On Highways",14.0,-0.01666666666666666,3,0.4582855757138112,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - On Other Roads",30.0,0.08333333333333336,3,0.45898477739351884,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - Preparation And Assembly for Dacoity",44.0,-0.4500000000000001,3,0.45869909663220654,High
"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS) - River & Sea",0.0,0.0,3,0.45782435851102277,High
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Accident by Air,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Adulterated Food/Drug,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Boad Accident,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Bridge/Dam Collapse,1.0,0.016666666666666666,1,0.05788311704270007,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Building Collapse,4.0,-0.016666666666666666,1,0.057938925224167354,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Caused By Animal,1.0,-0.016666666666666666,1,0.057834930077274214,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Death Due to Other Cause,47.0,0.06666666666666667,1,0.059549989743200395,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Electrocution,20.0,0.41666666666666674,1,0.05911999655813355,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Electrocution Accident,29.0,0.1666666666666667,1,0.059070579758119086,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Explosion Accident,1.0,0.05000000000000002,1,0.057931304008125926,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Fire accident,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Gas Leakage Accident,3.0,0.08333333333333333,1,0.05804882107148053,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Improper Infrastucture In Construction,57.0,0.2833333333333335,1,0.06020985550811225,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Improper Medical Treatment,3.0,-0.03333333333333333,1,0.05788016669249005,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - In Custody of Public Servant,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - In Jail/Judicial Custody,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - In Police Custody,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Industrial Accident (Factory),6.0,0.13333333333333333,1,0.05822509666651246,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Inflammable Substance,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Mine Accident,3.0,-0.10000000000000005,1,0.05778379276163835,Low
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Others,55.0,-0.3000000000000001,1,0.05929725351523108,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Poisonous Substance,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Quarry Accident,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Railway Accident,0.0,0.0,1,0.05782435851102276,Medium
DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS) - Spurious Liquor (Hooch) Accident,0.0,0.0,1,0.05782435851102276,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Air Force",0.0,0.0,1,0.05782435851102276,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Army",0.0,0.0,1,0.05782435851102276,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Child",14.0,0.016666666666666687,1,0.05833376267923703,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",0.0,0.0,1,0.05782435851102276,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Navy",0.0,0.0,1,0.05782435851102276,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Sub Total",0.0,0.0,1,0.05782435851102276,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Woman",2.0,-3.583229404124382e-18,1,0.05789368860895152,Medium
"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS) - Women and Child",0.0,0.0,1,0.05782435851102276,Medium
DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS) - Others,3.0,0.0666666666666667,1,0.0580247275887676,Medium
DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS) - Persons,1.0,-0.03333333333333333,1,0.057810836594561286,Low
DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS) - Printed Matter,1.0,0.016666666666666666,1,0.05788311704270007,Medium
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - Air Force",0.0,0.0,1,0.05782435851102276,Medium
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - Army",0.0,0.0,1,0.05782435851102276,Medium
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",0.0,0.0,1,0.05782435851102276,Medium
"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS) - From Jail Custody",0.0,0.0,1,0.05782435851102276,Medium
